post_id,time_of_day,day_of_week,full_datelikes_count
449483,evening,monday,2019-11-25 18:31:48,288
449454,day,monday,2019-11-25 17:00:38,395
449407,day,monday,2019-11-25 15:28:34,3118
448950,evening,sunday,2019-11-24 22:57:44,1603
448897,evening,sunday,2019-11-24 19:10:55,687
448832,day,sunday,2019-11-24 13:55:58,158
448786,morning,sunday,2019-11-24 11:26:05,611
448691,evening,saturday,2019-11-23 20:01:50,593
448494,evening,friday,2019-11-22 19:14:17,386
448430,day,friday,2019-11-22 16:26:22,233
447981,day,thursday,2019-11-21 17:31:38,1076
447732,day,wednesday,2019-11-20 16:56:53,131
447688,day,wednesday,2019-11-20 15:33:54,457
447602,morning,wednesday,2019-11-20 11:08:15,326
447367,day,tuesday,2019-11-19 12:15:56,274
447258,evening,monday,2019-11-18 19:24:23,406
447232,day,monday,2019-11-18 17:30:42,361
446923,day,sunday,2019-11-17 17:02:44,737
446829,day,sunday,2019-11-17 13:03:16,442
446626,day,saturday,2019-11-16 16:04:54,331
446610,day,saturday,2019-11-16 14:52:33,373
446594,day,saturday,2019-11-16 13:05:48,605
446439,day,friday,2019-11-15 17:52:27,410
446223,evening,thursday,2019-11-14 18:41:54,340
446188,day,thursday,2019-11-14 17:20:17,602
446094,morning,thursday,2019-11-14 10:47:09,369
445943,day,wednesday,2019-11-13 16:22:48,410
445878,day,wednesday,2019-11-13 13:23:44,235
445849,morning,wednesday,2019-11-13 11:07:52,114
445690,evening,tuesday,2019-11-12 18:14:50,335
445672,day,tuesday,2019-11-12 16:51:54,302
445606,morning,tuesday,2019-11-12 11:29:20,640
445600,morning,tuesday,2019-11-12 10:41:39,225
445204,day,saturday,2019-11-09 14:06:27,415
445049,evening,friday,2019-11-08 18:55:47,242
444996,day,friday,2019-11-08 16:46:15,573
444926,morning,friday,2019-11-08 11:24:14,266
444921,morning,friday,2019-11-08 11:01:50,113
444797,day,thursday,2019-11-07 16:18:45,259
444765,day,thursday,2019-11-07 14:52:21,652
444753,day,thursday,2019-11-07 14:29:27,472
444607,day,wednesday,2019-11-06 16:03:37,288
444528,morning,wednesday,2019-11-06 11:45:09,770
444382,day,tuesday,2019-11-05 16:24:10,262
444249,morning,tuesday,2019-11-05 10:34:02,340
444105,evening,monday,2019-11-04 19:17:25,355
444085,day,monday,2019-11-04 17:48:18,363
444035,day,monday,2019-11-04 12:44:59,239
444005,morning,monday,2019-11-04 11:04:08,510
443905,evening,sunday,2019-11-03 18:32:23,219
443819,day,sunday,2019-11-03 14:08:09,381
443784,day,sunday,2019-11-03 12:14:58,184
443762,morning,sunday,2019-11-03 10:53:53,485
443384,day,friday,2019-11-01 16:13:35,448
443335,day,friday,2019-11-01 14:03:05,515
443293,morning,friday,2019-11-01 11:10:29,201
443124,evening,thursday,2019-10-31 18:16:26,267
442940,morning,thursday,2019-10-31 11:00:05,281
442806,evening,wednesday,2019-10-30 19:17:24,176
442714,day,wednesday,2019-10-30 13:50:55,331
442491,evening,tuesday,2019-10-29 18:12:32,1098
442421,day,tuesday,2019-10-29 12:35:35,298
442301,evening,monday,2019-10-28 20:19:44,405
442280,evening,monday,2019-10-28 19:12:00,377
441982,day,sunday,2019-10-27 17:06:53,181
441938,day,sunday,2019-10-27 15:09:59,239
441627,day,saturday,2019-10-26 15:56:57,340
441535,day,saturday,2019-10-26 13:59:19,679
441502,day,saturday,2019-10-26 12:02:13,217
441285,evening,friday,2019-10-25 18:45:00,437
440979,evening,thursday,2019-10-24 20:11:24,528
440801,day,thursday,2019-10-24 13:20:50,192
440681,evening,wednesday,2019-10-23 20:23:53,424
440536,day,wednesday,2019-10-23 15:19:32,301
440152,day,tuesday,2019-10-22 15:54:40,344
440088,day,tuesday,2019-10-22 13:27:37,231
440074,day,tuesday,2019-10-22 12:41:26,126
439708,day,sunday,2019-10-20 16:15:03,388
439643,day,sunday,2019-10-20 13:03:01,404
439410,day,saturday,2019-10-19 13:03:56,639
439254,evening,friday,2019-10-18 18:32:05,444
439206,day,friday,2019-10-18 16:20:27,283
439142,day,friday,2019-10-18 14:28:35,343
438962,evening,thursday,2019-10-17 19:02:44,141
438911,day,thursday,2019-10-17 17:02:42,278
438877,day,thursday,2019-10-17 15:50:01,165
438700,evening,wednesday,2019-10-16 20:18:55,407
438683,evening,wednesday,2019-10-16 18:46:34,261
438606,day,wednesday,2019-10-16 12:37:36,121
438382,evening,tuesday,2019-10-15 18:40:01,507
438329,day,tuesday,2019-10-15 16:56:42,326
438210,day,tuesday,2019-10-15 13:59:08,132
438205,day,tuesday,2019-10-15 13:54:19,160
438186,morning,tuesday,2019-10-15 10:43:53,372
437889,evening,sunday,2019-10-13 19:13:56,269
437724,day,sunday,2019-10-13 13:21:32,546
437530,day,saturday,2019-10-12 17:26:49,991
437318,evening,friday,2019-10-11 19:37:07,380
437177,day,friday,2019-10-11 13:31:37,389
436962,evening,thursday,2019-10-10 19:42:32,414
436813,day,thursday,2019-10-10 12:29:07,294
436603,evening,wednesday,2019-10-09 21:46:33,291
436497,evening,wednesday,2019-10-09 19:38:09,340
436448,evening,wednesday,2019-10-09 18:10:01,359
436174,day,tuesday,2019-10-08 17:58:41,424
436008,day,tuesday,2019-10-08 13:49:48,466
435800,evening,monday,2019-10-07 21:31:00,344
435756,evening,monday,2019-10-07 18:50:58,164
435369,evening,sunday,2019-10-06 19:21:28,1087
435313,day,sunday,2019-10-06 14:50:59,302
435148,evening,saturday,2019-10-05 19:01:29,477
435034,day,saturday,2019-10-05 12:37:42,536
434797,day,friday,2019-10-04 15:58:32,300
434598,evening,thursday,2019-10-03 21:03:15,489
434582,evening,thursday,2019-10-03 20:17:51,325
434482,day,thursday,2019-10-03 15:46:10,308
434372,evening,wednesday,2019-10-02 21:33:05,390
434340,evening,wednesday,2019-10-02 19:35:29,164
434298,day,wednesday,2019-10-02 17:05:23,151
434008,day,tuesday,2019-10-01 16:26:21,355
433778,day,monday,2019-09-30 17:52:09,456
433737,day,monday,2019-09-30 15:55:26,325
433382,day,sunday,2019-09-29 12:06:08,844
433210,day,saturday,2019-09-28 16:48:58,719
433165,day,saturday,2019-09-28 13:38:33,411
433106,morning,saturday,2019-09-28 10:26:33,380
432916,day,friday,2019-09-27 16:42:50,194
432904,day,friday,2019-09-27 16:17:12,310
432855,day,friday,2019-09-27 14:06:41,435
432647,evening,thursday,2019-09-26 20:11:18,125
432527,day,thursday,2019-09-26 17:17:42,499
432368,day,thursday,2019-09-26 12:20:00,400
431787,evening,tuesday,2019-09-24 22:40:32,442
431556,day,tuesday,2019-09-24 14:41:13,231
431187,day,monday,2019-09-23 15:47:40,435
430789,day,sunday,2019-09-22 15:16:00,405
430497,day,saturday,2019-09-21 16:56:18,259
430458,day,saturday,2019-09-21 15:09:45,663
430419,day,saturday,2019-09-21 13:13:38,386
430224,evening,friday,2019-09-20 18:34:56,576
430150,day,friday,2019-09-20 17:20:01,464
430095,day,friday,2019-09-20 15:52:00,382
429806,evening,thursday,2019-09-19 18:30:41,303
429773,day,thursday,2019-09-19 17:30:15,167
429746,day,thursday,2019-09-19 16:05:02,122
429734,day,thursday,2019-09-19 15:15:27,203
429519,evening,wednesday,2019-09-18 20:21:00,166
429433,day,wednesday,2019-09-18 17:22:07,357
429386,day,wednesday,2019-09-18 13:15:46,217
428912,evening,monday,2019-09-16 18:05:46,445
428836,day,monday,2019-09-16 16:10:30,751
428762,morning,monday,2019-09-16 11:49:47,282
428528,day,sunday,2019-09-15 16:47:35,410
428481,day,sunday,2019-09-15 13:29:09,401
428280,day,saturday,2019-09-14 17:42:00,271
428153,day,saturday,2019-09-14 13:17:14,275
428100,morning,saturday,2019-09-14 11:28:38,263
427839,day,friday,2019-09-13 12:58:04,313
427703,evening,thursday,2019-09-12 20:26:00,279
427695,evening,thursday,2019-09-12 20:18:39,103
427518,day,thursday,2019-09-12 14:26:31,238
427225,day,wednesday,2019-09-11 16:54:44,422
427063,morning,wednesday,2019-09-11 10:55:43,350
426846,evening,tuesday,2019-09-10 19:56:31,499
426779,evening,tuesday,2019-09-10 18:39:01,263
426744,day,tuesday,2019-09-10 17:51:00,179
426719,day,tuesday,2019-09-10 17:06:52,343
426663,day,tuesday,2019-09-10 15:55:39,252
426208,night,monday,2019-09-09 02:19:01,281
426023,day,sunday,2019-09-08 15:31:43,492
425938,morning,sunday,2019-09-08 11:38:01,549
425736,evening,saturday,2019-09-07 18:28:01,711
425714,evening,saturday,2019-09-07 18:02:00,546
425692,day,saturday,2019-09-07 17:02:54,451
425582,morning,saturday,2019-09-07 09:38:53,618
425447,evening,friday,2019-09-06 20:48:30,476
425422,evening,friday,2019-09-06 18:51:42,311
425108,evening,thursday,2019-09-05 19:28:01,496
425057,day,thursday,2019-09-05 16:44:00,502
424990,day,thursday,2019-09-05 13:40:25,386
424733,evening,wednesday,2019-09-04 19:39:46,452
424679,day,wednesday,2019-09-04 16:36:27,422
424626,day,wednesday,2019-09-04 13:12:01,209
424425,day,tuesday,2019-09-03 14:41:00,208
424375,day,tuesday,2019-09-03 13:42:55,451
424314,day,tuesday,2019-09-03 12:20:01,337
424061,day,monday,2019-09-02 17:49:07,422
423910,day,monday,2019-09-02 12:09:08,379
423722,day,sunday,2019-09-01 15:18:44,335
423487,evening,saturday,2019-08-31 19:28:11,217
423469,evening,saturday,2019-08-31 18:42:10,246
423428,day,saturday,2019-08-31 16:16:41,330
423181,evening,friday,2019-08-30 20:23:29,421
422958,morning,friday,2019-08-30 10:34:00,687
422948,morning,friday,2019-08-30 10:02:03,222
422772,evening,thursday,2019-08-29 21:02:28,365
422740,evening,thursday,2019-08-29 20:19:51,361
422719,evening,thursday,2019-08-29 19:54:53,226
422709,evening,thursday,2019-08-29 19:37:57,175
422419,evening,wednesday,2019-08-28 20:03:03,435
422391,evening,wednesday,2019-08-28 19:28:00,434
422374,evening,wednesday,2019-08-28 19:06:09,288
422277,day,wednesday,2019-08-28 16:23:01,241
421925,evening,tuesday,2019-08-27 18:29:14,523
421772,day,tuesday,2019-08-27 16:36:10,342
421744,day,tuesday,2019-08-27 16:06:00,303
421655,day,tuesday,2019-08-27 13:36:15,351
421511,evening,monday,2019-08-26 20:19:21,364
421437,day,monday,2019-08-26 15:08:24,380
421242,evening,sunday,2019-08-25 19:57:07,213
421204,evening,sunday,2019-08-25 19:11:41,72
421189,evening,sunday,2019-08-25 18:32:31,138
420885,morning,saturday,2019-08-24 10:33:00,519
420798,evening,friday,2019-08-23 22:36:15,544
420537,evening,thursday,2019-08-22 21:29:13,258
420467,day,thursday,2019-08-22 16:58:16,293
420354,day,thursday,2019-08-22 13:31:49,374
420333,day,thursday,2019-08-22 13:01:02,368
420308,day,thursday,2019-08-22 12:03:21,325
420030,evening,wednesday,2019-08-21 20:32:00,180
420017,evening,wednesday,2019-08-21 20:20:06,178
419989,evening,wednesday,2019-08-21 19:26:13,386
419971,evening,wednesday,2019-08-21 18:32:08,287
419966,day,wednesday,2019-08-21 17:57:40,279
419866,morning,wednesday,2019-08-21 11:33:39,247
419679,evening,tuesday,2019-08-20 20:03:38,481
419621,evening,tuesday,2019-08-20 18:36:00,216
419503,day,tuesday,2019-08-20 13:32:00,158
419487,day,tuesday,2019-08-20 12:58:10,343
419467,morning,tuesday,2019-08-20 11:13:00,237
419283,day,sunday,2019-08-18 17:51:55,201
419259,day,sunday,2019-08-18 15:28:00,402
419238,day,sunday,2019-08-18 13:22:20,259
418898,evening,friday,2019-08-16 20:29:25,545
418841,evening,friday,2019-08-16 19:12:00,280
418832,evening,friday,2019-08-16 19:01:00,177
418515,evening,thursday,2019-08-15 20:27:48,456
418489,evening,thursday,2019-08-15 19:00:39,499
418394,day,thursday,2019-08-15 13:44:46,387
418223,evening,wednesday,2019-08-14 21:29:22,389
418209,evening,wednesday,2019-08-14 20:38:51,312
417876,evening,tuesday,2019-08-13 22:17:41,757
417851,evening,tuesday,2019-08-13 21:40:07,476
417588,evening,monday,2019-08-12 20:37:13,694
417573,evening,monday,2019-08-12 20:01:00,348
417563,evening,monday,2019-08-12 19:23:16,228
417092,evening,friday,2019-08-09 21:11:00,274
417062,evening,friday,2019-08-09 20:06:01,378
416928,day,friday,2019-08-09 12:39:04,554
416769,evening,thursday,2019-08-08 22:10:50,346
416686,evening,thursday,2019-08-08 19:19:41,328
416627,day,thursday,2019-08-08 17:43:53,418
416529,day,thursday,2019-08-08 13:07:45,238
416383,evening,wednesday,2019-08-07 18:47:00,178
416112,evening,tuesday,2019-08-06 19:56:00,443
416065,day,tuesday,2019-08-06 17:47:54,229
415979,day,tuesday,2019-08-06 14:36:54,185
415683,evening,monday,2019-08-05 19:47:00,434
415258,day,sunday,2019-08-04 13:24:32,268
414631,evening,friday,2019-08-02 19:16:00,539
414595,day,friday,2019-08-02 17:58:22,495
414296,evening,thursday,2019-08-01 19:24:51,362
414261,day,thursday,2019-08-01 17:37:08,583
413882,evening,wednesday,2019-07-31 20:39:01,459
413698,day,wednesday,2019-07-31 16:41:39,450
411096,morning,saturday,2019-07-27 08:01:00,826
410882,day,friday,2019-07-26 17:31:30,376
410782,day,friday,2019-07-26 15:42:16,689
410661,day,friday,2019-07-26 13:31:11,230
410456,evening,thursday,2019-07-25 19:11:39,217
410438,evening,thursday,2019-07-25 18:38:12,398
410403,day,thursday,2019-07-25 17:28:23,268
410384,day,thursday,2019-07-25 16:47:51,197
410340,day,thursday,2019-07-25 14:04:33,313
410087,evening,wednesday,2019-07-24 20:38:57,377
410020,evening,wednesday,2019-07-24 18:36:18,359
409691,evening,tuesday,2019-07-23 19:08:48,350
409617,day,tuesday,2019-07-23 13:27:50,162
409408,evening,monday,2019-07-22 19:17:21,278
409316,day,monday,2019-07-22 15:50:51,426
409244,morning,monday,2019-07-22 11:58:52,156
409048,evening,sunday,2019-07-21 19:24:16,396
409009,evening,sunday,2019-07-21 18:01:26,202
408985,day,sunday,2019-07-21 15:51:08,317
408668,day,saturday,2019-07-20 14:23:00,305
408650,day,saturday,2019-07-20 12:59:31,346
408550,evening,friday,2019-07-19 22:11:03,354
408517,evening,friday,2019-07-19 21:01:04,389
408333,day,friday,2019-07-19 13:29:43,485
408061,evening,thursday,2019-07-18 18:43:18,171
407943,day,thursday,2019-07-18 17:21:24,280
407890,day,thursday,2019-07-18 15:20:00,240
407833,day,thursday,2019-07-18 12:26:36,574
407552,day,wednesday,2019-07-17 12:06:34,421
407293,day,tuesday,2019-07-16 13:59:45,586
407078,evening,monday,2019-07-15 18:19:11,145
406688,evening,saturday,2019-07-13 18:51:52,317
406594,day,saturday,2019-07-13 13:28:08,165
406581,day,saturday,2019-07-13 12:11:50,408
406360,day,friday,2019-07-12 13:53:26,444
406348,day,friday,2019-07-12 13:02:22,267
406341,day,friday,2019-07-12 12:45:24,382
406165,evening,thursday,2019-07-11 19:48:05,330
406022,day,thursday,2019-07-11 12:13:21,235
405814,evening,wednesday,2019-07-10 18:35:06,395
405770,day,wednesday,2019-07-10 15:53:32,79
405731,day,wednesday,2019-07-10 14:06:49,295
405677,day,wednesday,2019-07-10 12:05:58,152
405478,evening,tuesday,2019-07-09 18:34:17,526
405438,day,tuesday,2019-07-09 16:49:43,254
405422,day,tuesday,2019-07-09 15:41:51,112
405121,day,monday,2019-07-08 16:48:13,518
405062,day,monday,2019-07-08 12:23:36,174
404892,day,sunday,2019-07-07 17:15:14,501
404877,day,sunday,2019-07-07 15:07:00,131
404863,day,sunday,2019-07-07 12:34:00,119
404728,day,saturday,2019-07-06 16:58:00,469
404686,day,saturday,2019-07-06 14:58:08,506
404667,day,saturday,2019-07-06 13:18:00,122
404178,day,thursday,2019-07-04 13:35:13,377
404072,evening,wednesday,2019-07-03 22:58:00,478
404065,evening,wednesday,2019-07-03 22:43:47,382
403816,day,tuesday,2019-07-02 12:53:53,675
403710,day,monday,2019-07-01 17:32:01,181
403661,day,monday,2019-07-01 15:21:00,150
403618,day,monday,2019-07-01 12:26:42,182
403599,morning,monday,2019-07-01 11:38:03,220
403359,evening,sunday,2019-06-30 18:16:09,295
403312,day,sunday,2019-06-30 16:19:12,420
403229,day,sunday,2019-06-30 13:48:38,339
402990,day,saturday,2019-06-29 17:44:13,532
402937,day,saturday,2019-06-29 15:34:00,189
402595,day,friday,2019-06-28 16:35:30,89
402525,day,friday,2019-06-28 13:58:34,452
402242,day,thursday,2019-06-27 15:46:00,475
402145,morning,thursday,2019-06-27 11:26:22,658
401976,day,wednesday,2019-06-26 17:26:37,767
401914,day,wednesday,2019-06-26 15:31:00,158
401793,morning,wednesday,2019-06-26 10:09:28,224
401485,day,tuesday,2019-06-25 17:56:15,386
401449,day,tuesday,2019-06-25 16:25:00,165
401398,day,tuesday,2019-06-25 13:57:39,387
401158,evening,monday,2019-06-24 18:24:00,373
401137,day,monday,2019-06-24 17:45:00,160
401106,day,monday,2019-06-24 16:03:06,212
401046,day,monday,2019-06-24 12:23:00,434
400835,evening,sunday,2019-06-23 18:12:07,311
400788,day,sunday,2019-06-23 16:18:10,277
400728,day,sunday,2019-06-23 15:06:00,561
400698,day,sunday,2019-06-23 13:44:11,242
400451,evening,saturday,2019-06-22 19:54:00,2195
400382,day,saturday,2019-06-22 16:28:16,474
400369,day,saturday,2019-06-22 15:53:16,729
400124,evening,friday,2019-06-21 18:20:13,109
400077,day,friday,2019-06-21 16:06:00,131
400009,day,friday,2019-06-21 14:02:11,776
399898,morning,friday,2019-06-21 10:06:00,247
399661,evening,thursday,2019-06-20 20:11:06,501
399620,evening,thursday,2019-06-20 19:37:00,192
399597,evening,thursday,2019-06-20 19:02:03,328
399519,day,thursday,2019-06-20 17:01:30,774
399405,day,thursday,2019-06-20 13:20:00,261
399377,day,thursday,2019-06-20 12:36:43,438
399195,day,wednesday,2019-06-19 17:14:00,240
399117,day,wednesday,2019-06-19 15:31:00,148
399071,day,wednesday,2019-06-19 13:54:20,322
398867,evening,tuesday,2019-06-18 19:56:24,270
398763,evening,tuesday,2019-06-18 18:02:05,448
398643,day,tuesday,2019-06-18 14:24:21,164
398398,evening,monday,2019-06-17 21:13:45,388
398258,day,monday,2019-06-17 15:56:56,395
398120,day,monday,2019-06-17 12:28:05,331
398089,morning,monday,2019-06-17 10:31:00,140
397875,day,sunday,2019-06-16 16:46:00,491
397829,day,sunday,2019-06-16 15:05:00,124
397732,morning,sunday,2019-06-16 10:11:00,441
397615,evening,saturday,2019-06-15 20:49:11,485
397516,day,saturday,2019-06-15 15:31:00,224
397470,day,saturday,2019-06-15 13:58:03,330
397320,evening,friday,2019-06-14 21:09:00,1267
397314,evening,friday,2019-06-14 20:56:00,218
397303,evening,friday,2019-06-14 20:25:00,105
396921,evening,thursday,2019-06-13 19:50:40,190
396872,day,thursday,2019-06-13 17:20:01,393
396228,morning,wednesday,2019-06-12 10:37:00,546
396110,evening,tuesday,2019-06-11 22:27:14,489
396082,evening,tuesday,2019-06-11 21:54:03,238
395985,evening,tuesday,2019-06-11 19:57:00,292
395769,evening,monday,2019-06-10 22:34:00,363
394703,evening,wednesday,2019-06-05 21:38:06,1265
394587,day,wednesday,2019-06-05 15:42:00,206
394499,morning,wednesday,2019-06-05 11:19:00,133
394245,evening,tuesday,2019-06-04 19:19:00,146
394219,evening,tuesday,2019-06-04 18:19:29,621
394071,day,tuesday,2019-06-04 15:14:00,249
394027,day,tuesday,2019-06-04 14:16:16,174
393800,evening,monday,2019-06-03 19:26:01,270
393748,evening,monday,2019-06-03 18:05:43,254
393731,day,monday,2019-06-03 17:39:20,284
393700,day,monday,2019-06-03 16:15:55,368
393397,evening,sunday,2019-06-02 20:07:36,407
393320,day,sunday,2019-06-02 17:28:01,311
393246,day,sunday,2019-06-02 15:41:06,475
392961,evening,saturday,2019-06-01 19:32:02,286
392809,day,saturday,2019-06-01 15:17:52,108
392742,day,saturday,2019-06-01 14:16:00,228
392692,day,saturday,2019-06-01 12:32:22,251
392515,evening,friday,2019-05-31 21:43:00,174
392508,evening,friday,2019-05-31 21:03:00,326
392501,evening,friday,2019-05-31 20:50:00,194
392346,day,friday,2019-05-31 16:24:00,163
392304,day,friday,2019-05-31 15:48:11,297
392178,morning,friday,2019-05-31 11:20:00,130
392048,evening,thursday,2019-05-30 22:03:43,402
392016,evening,thursday,2019-05-30 21:19:12,341
391760,morning,thursday,2019-05-30 10:45:59,673
391562,evening,wednesday,2019-05-29 22:32:37,178
391426,evening,wednesday,2019-05-29 18:33:34,880
391392,day,wednesday,2019-05-29 17:32:13,416
391046,day,tuesday,2019-05-28 17:32:01,190
391013,day,tuesday,2019-05-28 16:28:11,386
390865,day,tuesday,2019-05-28 12:24:00,261
390816,morning,tuesday,2019-05-28 10:21:00,149
390629,evening,monday,2019-05-27 20:52:00,168
390527,day,monday,2019-05-27 17:58:39,274
390463,day,monday,2019-05-27 16:06:38,324
390381,day,monday,2019-05-27 14:22:58,322
390048,evening,sunday,2019-05-26 19:35:00,394
390018,evening,sunday,2019-05-26 18:04:01,210
389888,day,sunday,2019-05-26 15:41:00,388
389836,day,sunday,2019-05-26 14:12:05,478
389744,morning,sunday,2019-05-26 11:12:23,531
389583,evening,saturday,2019-05-25 19:59:55,223
389559,evening,saturday,2019-05-25 19:10:00,119
389187,evening,friday,2019-05-24 21:49:00,352
389163,evening,friday,2019-05-24 21:08:30,366
389113,evening,friday,2019-05-24 19:23:50,538
389088,evening,friday,2019-05-24 18:34:53,317
388979,day,friday,2019-05-24 13:34:00,174
388716,day,thursday,2019-05-23 17:40:35,251
388700,day,thursday,2019-05-23 17:27:01,140
388633,day,thursday,2019-05-23 15:31:29,314
388554,day,thursday,2019-05-23 13:31:47,290
388473,morning,thursday,2019-05-23 10:33:47,191
388231,day,wednesday,2019-05-22 17:34:47,674
388145,day,wednesday,2019-05-22 15:46:00,158
388118,day,wednesday,2019-05-22 15:16:17,209
387752,day,tuesday,2019-05-21 16:40:00,312
387732,day,tuesday,2019-05-21 16:26:14,738
387658,day,tuesday,2019-05-21 15:06:00,154
387540,morning,tuesday,2019-05-21 11:31:00,123
387220,evening,monday,2019-05-20 18:22:00,312
387166,day,monday,2019-05-20 16:49:00,169
387088,day,monday,2019-05-20 13:12:32,331
386854,day,sunday,2019-05-19 15:12:31,766
386810,day,sunday,2019-05-19 12:23:11,174
386648,evening,saturday,2019-05-18 22:32:25,490
386619,evening,saturday,2019-05-18 22:01:00,297
386506,evening,saturday,2019-05-18 18:03:03,547
386480,day,saturday,2019-05-18 16:44:43,423
386424,day,saturday,2019-05-18 13:46:00,158
386400,day,saturday,2019-05-18 12:38:15,308
386222,evening,friday,2019-05-17 20:12:00,197
386156,evening,friday,2019-05-17 19:15:00,166
386108,day,friday,2019-05-17 17:36:00,348
385956,morning,friday,2019-05-17 11:12:00,152
385919,morning,friday,2019-05-17 10:21:00,323
385651,evening,thursday,2019-05-16 18:18:48,608
385602,day,thursday,2019-05-16 17:12:52,180
385455,day,thursday,2019-05-16 13:58:40,384
385399,day,thursday,2019-05-16 12:04:30,189
385178,evening,wednesday,2019-05-15 20:38:38,595
385127,evening,wednesday,2019-05-15 19:35:00,297
384980,day,wednesday,2019-05-15 16:14:03,326
384934,day,wednesday,2019-05-15 14:44:00,397
384861,morning,wednesday,2019-05-15 10:48:00,169
384480,evening,tuesday,2019-05-14 19:52:00,710
384449,evening,tuesday,2019-05-14 19:16:27,366
384181,day,tuesday,2019-05-14 15:52:00,165
384130,day,tuesday,2019-05-14 14:29:00,257
382741,evening,sunday,2019-05-12 19:33:02,671
382686,day,sunday,2019-05-12 17:53:04,990
382647,day,sunday,2019-05-12 17:18:34,356
382539,day,sunday,2019-05-12 15:03:55,337
382492,day,sunday,2019-05-12 13:52:07,237
382217,day,saturday,2019-05-11 17:34:15,478
382172,day,saturday,2019-05-11 16:33:38,139
382148,day,saturday,2019-05-11 16:01:54,250
382125,day,saturday,2019-05-11 14:48:26,351
381725,day,friday,2019-05-10 17:22:48,262
381709,day,friday,2019-05-10 16:29:15,310
381671,day,friday,2019-05-10 15:11:04,125
381632,day,friday,2019-05-10 14:21:51,568
381377,evening,thursday,2019-05-09 20:33:40,595
381299,day,thursday,2019-05-09 17:34:57,1145
381189,morning,thursday,2019-05-09 09:29:20,485
380908,evening,wednesday,2019-05-08 18:25:17,369
380567,day,wednesday,2019-05-08 12:36:23,724
380425,morning,wednesday,2019-05-08 09:35:34,195
380124,evening,tuesday,2019-05-07 20:24:55,1220
379881,day,tuesday,2019-05-07 15:59:29,406
379228,day,monday,2019-05-06 14:34:07,892
378799,evening,sunday,2019-05-05 20:56:31,990
378691,evening,sunday,2019-05-05 18:11:09,336
378524,day,sunday,2019-05-05 15:25:27,457
378405,day,sunday,2019-05-05 12:24:18,271
378076,evening,saturday,2019-05-04 20:03:08,865
378056,evening,saturday,2019-05-04 19:24:26,675
377925,day,saturday,2019-05-04 14:37:34,407
377858,day,saturday,2019-05-04 12:53:22,187
377832,day,saturday,2019-05-04 12:12:39,180
377459,day,friday,2019-05-03 14:36:36,701
377383,day,friday,2019-05-03 12:54:27,639
377313,day,friday,2019-05-03 12:04:04,355
376899,day,thursday,2019-05-02 16:05:00,834
376849,day,thursday,2019-05-02 15:18:50,461
376809,day,thursday,2019-05-02 14:21:17,448
376740,day,thursday,2019-05-02 12:15:39,348
376700,morning,thursday,2019-05-02 11:11:29,313
376697,morning,thursday,2019-05-02 10:55:55,201
376481,evening,wednesday,2019-05-01 19:11:00,474
376439,day,wednesday,2019-05-01 17:51:45,424
376414,day,wednesday,2019-05-01 16:51:44,167
376337,day,wednesday,2019-05-01 15:56:00,414
376105,morning,wednesday,2019-05-01 10:42:30,1489
375852,evening,tuesday,2019-04-30 21:22:00,234
375828,evening,tuesday,2019-04-30 20:51:00,294
375812,evening,tuesday,2019-04-30 20:23:00,726
375724,evening,tuesday,2019-04-30 18:25:18,291
375653,day,tuesday,2019-04-30 17:36:00,843
375618,day,tuesday,2019-04-30 16:50:00,271
375576,day,tuesday,2019-04-30 16:13:00,760
375558,day,tuesday,2019-04-30 15:26:00,168
375309,evening,monday,2019-04-29 21:39:00,532
375055,day,monday,2019-04-29 14:34:41,538
374539,day,sunday,2019-04-28 16:40:00,255
374449,day,sunday,2019-04-28 14:26:49,891
374139,night,sunday,2019-04-28 02:27:00,1654
373951,evening,saturday,2019-04-27 18:17:00,337
373918,day,saturday,2019-04-27 17:24:34,613
373896,day,saturday,2019-04-27 16:46:26,68
373845,day,saturday,2019-04-27 15:13:00,331
373429,evening,friday,2019-04-26 20:57:00,753
373373,evening,friday,2019-04-26 20:11:53,888
373346,evening,friday,2019-04-26 19:14:22,319
372866,day,friday,2019-04-26 12:21:29,651
372787,morning,friday,2019-04-26 11:02:18,998
372202,day,thursday,2019-04-25 15:52:58,587
372040,day,thursday,2019-04-25 13:11:55,477
372009,day,thursday,2019-04-25 12:47:08,543
371989,day,thursday,2019-04-25 12:17:41,204
371495,evening,wednesday,2019-04-24 20:12:11,283
371479,evening,wednesday,2019-04-24 19:44:50,270
371427,evening,wednesday,2019-04-24 18:19:33,264
370843,day,tuesday,2019-04-23 15:25:56,312
370367,evening,monday,2019-04-22 20:33:00,1261
370343,evening,monday,2019-04-22 20:09:00,314
370272,evening,monday,2019-04-22 18:53:10,619
370198,day,monday,2019-04-22 17:06:08,614
369290,day,sunday,2019-04-21 17:06:19,1211
369260,day,sunday,2019-04-21 16:07:43,622
369195,day,sunday,2019-04-21 14:31:42,793
369167,day,sunday,2019-04-21 13:30:43,785
368850,evening,saturday,2019-04-20 18:02:02,1409
368814,day,saturday,2019-04-20 16:53:00,392
368792,day,saturday,2019-04-20 16:02:06,746
368774,day,saturday,2019-04-20 15:37:26,354
368744,day,saturday,2019-04-20 14:57:12,454
368445,evening,friday,2019-04-19 18:08:29,459
368278,day,friday,2019-04-19 14:04:41,809
